nombre,direccion,codigo postal,pais,telefono,actividades
D'ORO TRADING CORPORATION S.A.C. - D'ORO TRADING CORP. S.A.C,Av. Cajamarquilla Nor.1501 Blk. 2 5aº Piso,15001 Lima,Peru,+51 1 4588276,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
C & MAGY INVERSIONES S.A.C,Av. Caqueta Nor.467,15001 Lima,Peru,+51 98258213,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CREACIONES VALA'RO S.A.C,Jr.Carlos Arrieta Nor.257 Frente Estadio Luis Galvez Chipoco,15001 Lima,Peru,+51 1 773527,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para trajes
NIKY S.R.L,Cl. Cl. Salta Nor.116 Av. Los Andes - Clinica Estella Maris,15001 Lima,Peru,+51 1 5663563,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
ALFILM PRE PRENSA DIGITAL S.R.L,Jr.Huaraz Nor.543 Alt. Hipermercado Metro-Av.Venezuela,15001 Lima,Peru,+51 1 4271988,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GEORGE'S TRADING E.I.R.L,Pj.Sebastian Barranca Nor.S/N Bldg. El Carmen Cdra. 15 Sebastian Bar,15001 Lima,Peru,+51 1 3234136,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
WERMI EXPORT S.A.C.,Cl. Ramon Ribeyro Nro 942,15001 Barranco,Peru,+51 1 4444958,Cintas textiles y lazos/Cintas y lazos/
EDITORIAL TINCO S.A,Av. San Borja Sur Nor.1170,15001 Lima,Peru,+51 1 2243784,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
SERVICIOS GRAFICOS GESS E.I.R.L,Jr.Domingo Elias Nor.910 Paralela A La Cdra.9 Av. Angamos.,15001 Lima,Peru,+51 1 4459960,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NOVA IMPRESOS S.C.R.L,Cl. Las Obsidianas Nor.1480 Alt.Cdra.14 De Av.Manco Capac,15001 Lima,Peru,+51 1 4712442,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
PACIFIC SOCIEDAD ANONIMA CERRADA IMPRESORES,Jr.Huaraz Nor.237,15001 Lima,Peru,+51 1 4240098,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
KALLPA GRAF S.R.L.,Av.Naciones Unidas Nro 1278 Int. 103,15001 Lima,Peru,+51 1 4952807,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEXTIL ROLOTEX S.R.L,Jr.Sebastian Barranca Nor.1505 Galeria Industrial San Miguel,15001 Lima,Peru,+51 1 4730859,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INDUSTRIA GRAFICA IDEAS S A,Av.Republica De Portugal Nro 466,15001 Lima,Peru,+51 1 4232110,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
DISTRIBUIDORA IMPRENTA ALFA S.A.C.,Sec. 03 Mza. D Lote. 11 Gru. 19 Entre Av.Alamos Y Av.Vallejos Lima,15001 Lima,Peru,+51 1 2870268,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TRANINSA PACK S.A.C.,Av.Los Rosales Mza. Y Lote. 8 Urb. Huertos De Lurin Paralela Av.Manuel Del Valle,15001 Lima,Peru,+51 1 4301401,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
J & J INDUSTRIAL S.A.C,Av. Central Nor.225 Alt. Km. 7.5 Carretera Central,15001 Lima,Peru,+51 1 941509,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
TEXTILES B&C S.A.C,Cl. Coronel Inclan Nro 135 Int. 404 Av Pardo Y Coronel Inclan.,15001 Lima,Peru,+51 1 4475086,Cintas textiles y lazos/Cintas y lazos/
DISTRIBUIDORA Y SERVICIOS GRAFICOS S.R.L,Av. Jose Galvez Nor.1588 Entre Av Canada Y Av Mexico,15001 Lima,Peru,+51 1 2661629,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
C.R.M. IMPRESIONES S.R.LTDA.,Nro M Int. 14 Asoc Viv Navidad De Villa,15001 Lima,Peru,+51 1 2584660,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
EMPRESA LIMA S.A,Cl. Manuel Rocavero Nro 110 Urb. Las Brisas Avep Alt.Cdra.5 Bertello Y 12 Manuel Casos Lima,15001 Lima,Peru,+51 1 3376971,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
BORDADO Y BANDERAS CHUMPITAZ S.A.C,Jr.Jose Balta Nro 123,15001 Lima,Peru,+51 1 5241215,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
COMERCIAL JUSTINO S.R.L,Jr.Zavala Nor.187,15169 Barranca,Peru,+51 1 2352026,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
IMPRENTA LA LIBERTAD E.I.R.L,Av. Tambo Blanco Nor.1231,15137 Huaura,Peru,+51 1 2321212,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
COMERCIAL SAN JUAN IMPORTACIONES TEXTILES S.A. EN LIQUIDACION,Cl. Dos De Mayo Nro 534 Torre A Bldg. El Icono 2,15001 Lima,Peru,+51 1 2221562,Cintas textiles y lazos/Cintas y lazos/
FABRICA DE TEJIDOS Y SERVICIOS S.A.C,Jr.Fulgencio Valdez Nro 339 Nros.339 343 345,15001 Lima,Peru,+51 1 4310290,"Hilos, costura y bordados: (Productor) Hilos de coser para crochés y bordados"
N.RODRIGUEZ M. TALLERES ESPANOLES E.I.R.L,Jr.General Vidal Nor.459,15001 Lima,Peru,+51 1 234101,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
BORDADO HERMANOS S.A.C.,Av.Cipriano Dulanto Nro 213,15001 Lima,Peru,+51 1 4610527,"Hilos, costura y bordados: (Productor) Hilos de coser para crochés y bordados"
ENVASES FLORESA S.R.L,Jr.Jose Kasperczak Nor.196 Alt 12 Y 13 Jr Aguar,15001 Lima,Peru,+51 1 4251011,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
L`FAVELL GRAPHIC S.A,Jr.Ica Nor.318,15001 Lima,Peru,+51 1 4266058,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INVERSIONES TRONIC S.R.L,Cl. Leoncio Prado Nor.806,15001 Lima,Peru,+51 1 4452122,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
D' MONICA COLLECTION S.A.C,Prlg Gamarra Nor.981 Galeria Ramirez,15001 Lima,Peru,+51 1 6887316,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
GRAFICA ARES S.A.C,Av. Palermo Nor.277 Balconcillo - Alt. Cdra.5 Av. Mexico,15001 Lima,Peru,+51 1 6524201,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
ARTE Y STILOS DEL CALZADO S.A.C,Jr.Prolongacion Huanuco Nor.1601 Centro Comercial Parque Canepa,15001 Lima,Peru,+51 1 3238384,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
ISABENY E.I.R.L,Av. Grau Nor.580 2Do Piso C.C. Apecosur,15001 Lima,Peru,+51 1 4249552,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INDUSTRIAS HIALTEX S.A.C,Jr.Andres Costello Nor.163 Piso 2;Ovalo De Arriola,15001 Lima,Peru,+51 1 3251492,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para trajes
INDUSTRIA NOVO HAMBURGO S.A.,Av.Industrial Nro 262,15001 Lima,Peru,+51 1 4662054,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
FOX REPRESENTACIONES GRAFICAS E.I.R.L,"Jr.Azangaro Nor.671 C.C.La Providencia,Esq.Puno Y Azangaro",15001 Lima,Peru,+51 1 4321281,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INDUSTRIA TEXTIL JALTEC S.A.C,Cl. Los Abetos Nor.792 Alt Cdra. 13 De Los Quechuas,15001 Lima,Peru,+51 1 2500836,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CONCESIONES ADQUISICIONES Y ASESORIA CORPORATIVA SOCIEDAD ANONIMA-CAYAC S.A,Cl. Tnte.Aris.Del Carpio Mun. Nor.1772 Cruce De Avs. Venezuela Y Universitaria,15001 Lima,Peru,+51 1 5643368,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INVERSIONES FADALU S.A.C,Av. Iquitos Nor.120 Piso 6,15001 Lima,Peru,+51 1 3308067,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
FLEXO IMPRESS E.I.R.L.,Pj. Chavin Nro 247,15001 Lima,Peru,+51 1 3329258,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
INVERSIONES PIMA TEXTIL S.A.C,Mza. C Lote. 1 As.Jardines De Zavaleta A Espalda Ex Fabrica Cocinas Surge,15001 Santa Anita,Peru,+51 1 7826786,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
BRANFIL S.A.C,Cl. Los Transformadores Cdra.2 Nor. Carretera Panamericana Norte Km.46.5,15001 Lima,Peru,+51 1 6279700,Cordaje y cuerdas: (Productor) Cuerdas de fibras naturales(Productor) Cuerdas de fibras químicas
REPRESENTACIONES E INVERSIONES NK S.A.C,Av. 28 De Julio Nor.1181 Media Cdra.De Empresa Civa,15001 Lima,Peru,+51 1 3301666,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INVERSIONES MULTIPLES B & T S.A.C,Jr.Carabaya Nor.1159 Av A.Wiese Frente Notaria Forero,15001 Lima,Peru,+51 1 4289184,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TOP JEANS S.A.C,Av. Aviacion Nor.5103 Ovalo Higuertea - Tienda Euro Sport,15001 Lima,Peru,+51 1 7172525,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEXTILES JENNER S.A.C,Pj.Las Flores Nor.,15001 Lima,Peru,+51 1 3257336,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
PRODUCTOS Y SERVICIOS JET EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Jr.Las Bellotitas Nor.1216 Alt.Pque.Wiracocha,15001 Lima,Peru,+51 1 4584059,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEXTIL MICKYTEX E.I.R.L,Antonio Bazo Nor.820 Alt Parque Canepa,15001 Lima,Peru,+51 1 3241155,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
LALY IMPRESIONES S.A.C,Jr.Callao Nor.427 Alt. Cud 2 De Tacna,15001 Lima,Peru,+51 1 4268812,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
HILOS DORADOS DE LOS ANDES E.I.R.L,Av. Jose Pardo Nor.582,15001 Lima,Peru,+51 1 4460412,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CONFECCIONES AREK S.A.C,Jr.Tupac Yauri Nor. Frente De Hidrostal,15001 Lima,Peru,+51 1 3751993,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TTITO HERMANOS SOCIEDAD ANONIMA CERRADA - TTITO HERMANOS S.A.C,Sec. 7 Nor. Alt Cdra. 21 De Av Mexico,15001 Lima,Peru,+51 1 3252940,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ENIGMA TRADING S.A.C,Cl. Bello Horizonte Nor.161 Iglesia Santisimo Nombre De Jesus,15001 Lima,Peru,+51 1 3725736,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IMPORTACIONES METEORO E.I.R.L,Jr.Montevideo Nor.883 C.C.Montevideo,15001 Lima,Peru,+51 1 4278126,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MENTE GRAFICA EDITORES S.R.L,Av. Militar Nor.2158 Alt.Municipalidad De Lince,15001 Lima,Peru,+51 1 2662044,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CARMEN MEZONES EIRL,Jr.Ayacucho Nro 343 Int. 119 Galeria Sta. Anita 1/2 Cdra. Del Congreso,15001 Lima,Peru,+51 1 3210145,Cintas textiles y lazos/Cintas y lazos/
LETSPRESS S.A.C,Cl. Maria Reiche Nor.173 Alt Cdra. 3 De Av Pedro Venturo,15001 Lima,Peru,+51 1 4484575,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GB SPORT SOCIEDAD ANONIMA CERRADA - GB SPORT S.A.C,Jr.Ayacucho Nor.1136,15001 Lima,Peru,+51 1 4260573,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
CHAMPION WORLD SPORT S.A.C,Av. P De La Republica Nor.571 Piso 3,15001 Lima,Peru,+51 1 4314135,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
GRAFISMART S.A.C,Av. Del Pq. Sur Ofic.301 Nor.129,15001 Lima,Peru,+51 1 4751567,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CREACIONES MASSIEL S.A.C,Mza. 29 Lote. 21 A.H. Laura Cl.R Iberico Alt.Cdra.56 Av.Universitaria,15001 Los Olivos,Peru,+51 1 5286407,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
PAPELES SUPREMO S.A.C,Av. Los Canarios Nor. Segunda Etapa,15001 Lima,Peru,+51 98133275,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
AURIVAL E.I.R.L,Cl. Domingo Elias Nor.726 Alt. Cdra.7 De Av. Angamos Este,15001 Lima,Peru,+51 1 3231034,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NUKARI S.A.C,Jr.Pastaza Nor.1461 Altura Parque De La Bandera,15001 Lima,Peru,+51 1 2630165,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CREACIONES Y CONFECCIONES ROBERTO CARLOS S.A.C,Prolongacion Humbolt Nor.1642 Av. Aviacion Frente Al Mcdo Minorista. 1,15001 Lima,Peru,+51 1 7718642,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
THONY REN'S E.I.R.L,Cl. Enrique Seoane Nor.200 Alt.Cdra.34 Av.Aviacion,15001 Lima,Peru,+51 1 2251090,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IMPORT & EXPORT A. GRAU E.I.R.L,Av. Grau Nor.598 Alt. Del Inst. Jose Pardo,15001 Lima,Peru,+51 1 4235217,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
LUCI TEXTIL S.A.C,Jr.Antonio Bazo Nor.699 Otras Puertas 685-693 Frente Pque Canepa,15001 Lima,Peru,+51 1 4730803,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INKA GUMS S.A,Av. Alfredo Mendiola Nor.1407 Nro 1405,15001 Lima,Peru,+51 1 3721598,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
PORTAWAWA PERU S.A.C,Pj.Diego Quispe Tito Nor.,15001 Lima,Peru,+51 1 2611007,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
SEGURIDAD SERVICIO SOLUCION S.A.C,Av. Juan Velasco Alvarado Nor. Alt.Paradero 14 Av. Miguel Iglesias,15001 Lima,Peru,+51 1 2767829,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
OSVIVI S.A.C,Av. Bolivia 148 Nor.148 Av. Bolivia 148 - 137 B C.C Centrolima,15001 Lima,Peru,+51 1 5321583,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
KAZ FASHION S.A.C,Cl. Ibiza Nor.165 Primera Etapa,15001 Lima,Peru,+51 1 3235839,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
IMPRENTA SAN PEDRO Y SAN PABLO E.I.R.L,Pj.Emancipacion Nor.127 Cruce Av.Cipreces Y Eucaliptos-C.E.3052,15001 Lima,Peru,+51 1 5345627,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
BUSTAMANTE ALZAMORA CONFECCIONES S.R.L,Jr.Sebastian Barranca Nor.1584 Stand 26A Segundo Sotano-Galeria Azul,15001 Lima,Peru,+51 1 3231669,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
DISTRIBUIDORA JOSEPH S.A.C,Jr.Antonio Bazo Nor.482,15001 Lima,Peru,+51 1 3241276,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MULTISERVICIOS YOLANDA S.A.C,Av. Bolivia Nor.148 Tda 2060/2Do Nivel-Fte C. Civico-Wilson,15001 Lima,Peru,+51 1 3301416,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ZAPATERIA BAZAR ISABELA S.C.R.L,Av. Arnaldo Marquez Nor.1361,15001 Lima,Peru,+51 1 4247162,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
CONFECCIONES ANGELITO S.A.C,Mza. D Lote. 11 Coo. Alfonso Cobian Alt. Km. 20 De La Car Central,15001 Chaclacayo,Peru,+51 1 3585693,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INTEGRAL EMPRESAS ASOCIADOS DE SERVICIOS FUNERARIOS DEL PERU S.A.C,Jr.Las Oxalidas Nor.2142,15001 Lima,Peru,+51 1 717822,"Tules y velos: (Productor) Géneros para velos de fibras naturales(Productor) Géneros para velos de fibras químicasTules y velos, según uso: (Productor) Velos ya confeccionados"
EXPORTACIONES SANDY FASHION S.A.C,Jr.Sebastian Barranca Nor.1582 Galeria Industrial Los Amigos 6To Piso,15001 Lima,Peru,+51 1 3249935,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
VER-T-BIEN S.A.C,Av. Arq Malachowsky Nor.386 Torres De Lima Tambo,15001 Lima,Peru,+51 1 269308,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
CONFECCIONES INDUSTRIALES GOLDEN TOP S.A.C,Cl. Dean Saavedra Nor.113 Cruce Con Tungasuca,15001 Lima,Peru,+51 1 246895,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
DAMIAN SRLTDA.,Jr.Aljovin Nro 400,15001 Lima,Peru,+51 1 4269276,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
PERSONALIZA S.A.C,Av. Palermo Nor.277 Entre Cdra.5 Y 6 Av Mexico,15001 Lima,Peru,+51 1 2250079,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CREACIONES MEL-LIZ E.I.R.L,Av. Aviacion Nor.555 P3-Entre San Sucre Y Sebastian Barranca,15001 Lima,Peru,+51 1 3250295,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DISARTEX S.A.C,"Union Nor.446 Ex Cine Bijou,A Media Cdra.Plaza Mayor",15001 Lima,Peru,+51 1 4263525,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
EN LINEA TEX E.I.R.L,Jr.Gamarra Nor.959 2Do Piso,15001 Lima,Peru,+51 1 3241077,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
COMUNIGRAFICA E.I.R.L,Jr.Caylloma Nor.451,15001 Lima,Peru,+51 1 4263851,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GRAFALEX S.C.R.L,Jr.Callao Nor.365 A 2 Cuad. Av.Tacna,15001 Lima,Peru,+51 1 4280459,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
DATOS Y CODIGOS GRAFICOS SOCIEDAD ANONIMA CERRADA DACOGRAF SAC,Jr.Ica Nro 281 Int. 105,15001 Lima,Peru,+51 1 4271578,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CORP CONT & GRAF S.R.L,Jr.Callao Nor.726 Cerca Av. Tacna E Iglesia Santa Rosa,15001 Lima,Peru,+51 1 3301777,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
NEO PRESS SOLUCIONES SOCIEDAD ANONIMA CERRADA,Av.Andres Tinoco Nro 384,15001 Lima,Peru,+51 1 2747009,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
AMERICAN OFFSET EDITORES SAC,Jr.Teodoro Cardenas Nro 615 A Media Cdra.Puente Mexico Lima,15001 Lima,Peru,+51 1 2653360,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MANUFACTURAS GAC E.I.R.L,Prolongacion Gamarra Nor.635 Al Fondo Costd. Escaleras Galer. Mercede,15001 Lima,Peru,+51 1 4326247,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
KLMD E.I.R.L,Av. Metropolitana Nor.578 Alt Hosp. De Solidaridad Jto Mcdo Hiper,15001 Lima,Peru,+51 1 5258266,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
ESPUMAS Y ESPUMAS E.I.R.L,Av. Sinchi Rocca Nor. A Dos Cdras. Del Porton,15001 Lima,Peru,+51 1 3933746,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
IMPORTACIONES GUSTAVITO E.I.R.L.,Jr.Andahuaylas Nro 1412 Int. 139 Cc Movicentro,15001 Lima,Peru,+51 1 4320126,Cintas textiles y lazos/Cintas y lazos/
M B & S CREACIONES SAC,Cl. Collasuyo Nro 186,15001 Lima,Peru,+51 1 3267412,Cintas textiles y lazos/Cintas y lazos/
PASALVITEX S.C.R.L,Av. Canto Bello Nor.200 Alt. Prd- 2 Av. Canto Grande,15001 Lima,Peru,+51 1 560214,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
NEGOCIOS E INVERSIONES KARITOS S.R.L,Jr.Amazonas Nro 399 Int. 28 Campo Ferial Amazonas,15001 Lima,Peru,+51 1 5202514,Cintas textiles y lazos/Cintas y lazos/
CODICEL SOCIEDAD ANONIMA CERRADA,Jr.Montevideo Nro 766 Int. 0531 Int.No. 10531 Aso. Fronteras Unidas Grau,15001 Lima,Peru,+51 1 5515830,Cintas textiles y lazos/Cintas y lazos/
SERVICIO DE IMPRESIONES E.I.R.L,Cl. 1 Nor.Mz. C Alt Parque Industrial San Pedrito,15001 Lima,Peru,+51 1 2471889,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
LONARDI SRLTDA,Cl. San Fernando Nro 279 Int. D Alt.Cdra.16 Y 17 Angamos Este Lima,15001 Lima,Peru,+51 1 4462589,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
RPQ LOGHIST INTEGRAL SOLUTIONS S.A.C,Pj.Los Pinos Nor.156 Altura De Cdra.02 De Benavides,15001 Lima,Peru,+51 1 4472407,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
ACTIVA CORPORATION S.A.C,Cl. Tarata Nor.269 Altura Cdra.6 Av.Larco,15001 Lima,Peru,+51 1 4462123,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
BLUE TRADING S.A.C,Pj.Casapalca Nor.1646 Costado Del Coliseo Amauta,15001 Lima,Peru,+51 1 4232961,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
SEVEN SEAS TRADING E.I.R.L,Cl. Gozzoli Norte Nor.482,15001 Lima,Peru,+51 1 2262306,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INVERSIONES ALVA GROUP S.A.C,Jr.Sebastian Barranca Nor.1441 La Torre De America,15001 Lima,Peru,+51 1 6642318,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TOP-HIT'S SOCIEDAD ANONIMA CERRADA - TOP-HIT'S S.A.C,Jr.Sebastian Barranca Nor.1646 Galeria Comercial Los Mayoristas,15001 Lima,Peru,+51 1 3252025,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CORPVIZION S.A.C,Jr.Torrigiano Pietro Nor.360 A La Espalda Ovalo Quinones,15001 Lima,Peru,+51 1 4471365,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
LUANA TEXTILES IMPORT & EXPORT E.I.R.L,Hipolito Unanue Nor.1693 Alt. Parque Canepa,15001 Lima,Peru,+51 1 2259582,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CATALUS GRAFICA SOCIEDAD ANONIMA CERRADA,Sec. 6 Mza. C Lote. 8 Gru. Grupo 3 Frente Al Pronoi Del Grupo 3 Lima,15001 Lima,Peru,+51 1 2881870,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
PIRAMIDE BELEN E.I.R.L,Jr.Villa Rica Nor.479 Alt Cdra. 25 Av Peru 2Do Piso,15001 Lima,Peru,+51 1 5651179,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
