nombre,direccion,codigo postal,pais,telefono,actividades,actividades-tokenized,Productor,Distribuidor,Servicios,tejidos algodón estampados,tejidos algodón vestidos,estampado tejidos,estampado tejidos fibras,gofrado calandrado,gofrado calandrado tejidos,tejidos cáñamoproductor tejidos,cordoncillos textiles prendas,hilos coser crochés,tejidos algodón trajes,tejidos industriales lavandería,estampado cuadro,estampado cuadro tejidos,cuerdas fibras naturalesproductor,encogimiento tejidos,fibras acrílicastejidos fibras,tejidos acrílicos usos,géneros velos fibras,cuerdas almas cables,cables metálicos transmisionesdistribuidor,cadenas acero inoxidable,tejidos cauchotados industrialesprendas,trajes objetos caucho,barras poliuretanosecciones plástico,géneros punto algodónproductor,hilados proceso algodón,etiquetas textiles prendas,encajes punto hechos,telas algodón enceradasfibras,fibras poliésterartículos plástico,fibras carbonoproductos grafito,tejidos,tejidos lana,tejidos lana alpaca,pasamanería fibras naturalesdistribuidor,hilos fibras acrílicasproductor,uniformes ropa trabajo,tejidos fibras químicas,fundas colchón plásticoproductor,lencería algodón hogarproductor,fundas textiles colchones,tejidos industriales,batas ropa,batas ropa trabajodistribuidor,delantales plástico personal,sombrerería militardistribuidor productor,tocados enfermeradistribuidor productor,gorros cocinero desechables,vestuario bordado miembros,ropa algodóndistribuidor,ropa algodóndistribuidor productor,ropa lanadistribuidor,ropa lanadistribuidor productor,ropa cashmeretejidos,ropa cashmeretejidos lana,juguetes,juguetes peluche,juguetes peluche promociones,hilos fibras químicas,calcetines mujeresproductor calcetines,tejidos lana alpacaprendas,sombreros tradicionalesartículos viaje,bolsos cuero artesanos,corte medida toda,costura industria confeccióntelas,telas tejidas estampadas,lavanderías prendas vestirservicio,limpieza sombrerosservicio servicios,limpieza prendas cueroservicio,lavado traposservicio servicios,renovación limpieza telas,lavado cambio toallasservicio,limpieza zurcido almacenamiento,reparación modificación prendas,bolsas sacos lavanderíalonas,fundas tela proteger,bolsas plástico lavandería,lana vicuñamaquinaria equipos
impresos bautista e.i.r.l,"jr.rufino torrico nor.229,231",15001 Lima,Peru,+51 1 245035,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
editora grafica sharon s.a.c,jr.cailloma nor.451 stand 217 - piso 3,15001 Lima,Peru,+51 1 4262937,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inversiones sagar e.i.r.l,pj.sin nombre nor. alt. km. 22 de tupac amaru,15001 Lima,Peru,+51 1 4280713,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ellas shoes e.i.r.l,jr.tacna nor.842 paral. al blvd d magdalena 2 piso,15001 Lima,Peru,+51 1 2637445,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfil grafico s.c.r.l,cl. domingo casanova nor.485,15001 Lima,Peru,+51 1 7261110,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inversi.y desarro.prados verdes s.a.c,av. palmas-esq.quebrada verde nor.s/n alt parque paraiso,15001 Lima,Peru,+51 1 2255014,tules y velos productor géneros para velos de fibras naturalesproductor géneros para velos de fibras químicastules y velos según uso productor velos ya confeccionados,"['tules', 'velos', 'productor', 'géneros', 'velos', 'fibras', 'naturalesproductor', 'géneros', 'velos', 'fibras', 'químicastules', 'velos', 'uso', 'productor', 'velos', 'confeccionados']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mister international s.r.l,ucayali nor.157,15001 Lima,Peru,+51 1 3210047,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novedades algar s.r.l,jr.puno nor.138 media cdra.jr union,15001 Lima,Peru,+51 1 3302020,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verana s.a.c,cl. m pumacahua nor.270 alt. cdra. 10 av. ejercito,15001 Lima,Peru,+51 1 7153762,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
libreria e imprenta padilla s r ltda,jr.puno nor.1172 barrios altos,15001 Lima,Peru,+51 1 737906,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curtiduria ratto s.a,av. del sur nor.206 a 2 cdra. antes puente primavera,15001 Lima,Peru,+51 1 4754847,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crosse distribuidora textil s.r.l,jr.andahuaylas nor.441 espalda del congreso,15001 Lima,Peru,+51 1 4274781,materiales de corte productor cordoncillos textiles para prendas de vestirpiezas y accesorios para el calzado productor lazos para calzado,"['materiales', 'corte', 'productor', 'cordoncillos', 'textiles', 'prendas', 'vestirpiezas', 'accesorios', 'calzado', 'productor', 'lazos', 'calzado']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
quilted fabrics s. a. c.,parc baja de fdo huachipa mza. l lote.,15001 Lurigancho,Peru,+51 1 3853351,tejidos revestidos y encerados productor servicios de encogimiento de tejidos,"['tejidos', 'revestidos', 'encerados', 'productor', 'servicios', 'encogimiento', 'tejidos']",1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
imprenta envas s.r.l,"jr.cornelio borda nor.170,178",15001 Lima,Peru,+51 1 4246383,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yascell sociedad anonima cerrada - yascell s.a.c.,cl. la macarena mza. k lote. 3 coo. ancieta,15001 Lima,Peru,+51 1 3852855,tejidos de fibras químicastejidos fibras sintéticas o artificiales,"['tejidos', 'fibras', 'químicastejidos', 'fibras', 'sintéticas', 'artificiales']",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distribuidora comerc e imprent tai con,jr.azangaro nor.657 jr.azangaro con puno,15001 Lima,Peru,+51 1 288322,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corporacion calizaya s.r.l.,av.nicolas de pierola nro 1678 int. 139 grifo pecsa,15001 Lima,Peru,+51 1 4261147,cintas textiles y lazoscintas y lazos,"['cintas', 'textiles', 'lazoscintas', 'lazos']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
etiquetas y envolturas s.a.c,av. michael faraday nor.298 frente a la salchicheria breth,15001 Lima,Peru,+51 1 2247604,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eco organiza peru s.a.c.,cl. daniel mu,15001 Lima,Peru,+51 1 3463621,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h.d.m. textil s.a.c,jr.yutay nor.105,15001 Lima,Peru,+51 1 4825180,tejidos de linotejidos de lino según usotejidos de cáñamo y yute productor tejidos de cáñamoproductor tejidos de yutetejidos de fibras vegetales no especificados en otra parte productor tejidos de ramio,"['tejidos', 'linotejidos', 'lino', 'usotejidos', 'cáñamo', 'yute', 'productor', 'tejidos', 'cáñamoproductor', 'tejidos', 'yutetejidos', 'fibras', 'vegetales', 'especificados', 'parte', 'productor', 'tejidos', 'ramio']",1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consorcio tym sociedad anonima,jr.cahuide nro 101 urb. tahuantinsuyo km. 6.5 t. amaru coleg rep. de colombia,15001 Lima,Peru,+51 1 5260789,tejidos de fibras químicastejidos fibras sintéticas o artificiales,"['tejidos', 'fibras', 'químicastejidos', 'fibras', 'sintéticas', 'artificiales']",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impresion y arte peru soluciones graficas s.a.c,av. arequipa nor.4558,15001 Lima,Peru,+51 1 6522400,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tejidos inka's cotton s.a.c,av. los pq.s nor.620 frente al pque. zonal cahuide,15001 Lima,Peru,+51 1 4745672,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para trajes,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'trajes']",1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
print tec e.i.r.l,av. alfredo benavides nor.5403,15001 Lima,Peru,+51 1 2688731,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j & v peru sociedad anonima cerrada,jr.caylloma nro 565,15001 Lima,Peru,+51 1 3375015,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mak copy s.a.c,av. inca garcilazo de la vega nor.1282 cruce de bolivia y wilson,15001 Lima,Peru,+51 1 4316069,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
select print e.i.r.l,grupo 10 mza. o lote. 19 sec. 1 alt. av los angeles con av.central,15001 Villa El Salvador,Peru,+51 1 2922691,tejidos revestidos y encerados productor servicios de encogimiento de tejidos,"['tejidos', 'revestidos', 'encerados', 'productor', 'servicios', 'encogimiento', 'tejidos']",1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
obel plast r & g s.a.c.,mza. l lote. 37,15001 Lima,Peru,+51 1 5755098,tejidos de fibras químicastejidos fibras sintéticas o artificiales,"['tejidos', 'fibras', 'químicastejidos', 'fibras', 'sintéticas', 'artificiales']",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consorcio textil sumaq ppacha s.a.c.,cl. ciguenas mza. m2 lote. 19b,15001 Lurigancho,Peru,+51 1 3565631,cintas textiles y lazoscintas y lazos,"['cintas', 'textiles', 'lazoscintas', 'lazos']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corporacion textil delta s.a.c,cl. los paujiles nor.249 alt.cdra. 9 de av.aramburu,15001 Lima,Peru,+51 1 4410754,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vannat sociedad anonima cerrada - vannat s.a.c,jr.de la union nor.506 alt cruce con jr ica y jr de la union,15001 Lima,Peru,+51 1 4279290,materiales de corte productor cordoncillos textiles para prendas de vestirpiezas y accesorios para el calzado productor lazos para calzado,"['materiales', 'corte', 'productor', 'cordoncillos', 'textiles', 'prendas', 'vestirpiezas', 'accesorios', 'calzado', 'productor', 'lazos', 'calzado']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
corporacion bella farfalla s.a.c,jr.huallaga nor.132 alt plaza de armas,15001 Lima,Peru,+51 1 4272519,tejidos de algodón para confección y lencería de casa productor tejidos de algodón para vestidos,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'vestidos']",1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prida jeans s.a.c,av. prolongacion huanuco nor.1757 galeria zancatex,15001 Lima,Peru,+51 1 4830642,materiales de corte productor cordoncillos textiles para prendas de vestirpiezas y accesorios para el calzado productor lazos para calzado,"['materiales', 'corte', 'productor', 'cordoncillos', 'textiles', 'prendas', 'vestirpiezas', 'accesorios', 'calzado', 'productor', 'lazos', 'calzado']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
servicios graficos campos empresa individual de responsabilidad limitada,cl. las toronjas nor.242 esp. poder judicial como norte,15001 Lima,Peru,+51 1 4856665,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
editorial serimax s.r.l,jr.junin nor.616 4to piso - 2do block,15001 Lima,Peru,+51 1 4271963,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menditex e.i.r.l,el pacifico nor. a 2 cdras. del mega plaza,15001 Lima,Peru,+51 1 3283132,tejidos de linotejidos de lino según usotejidos de cáñamo y yute productor tejidos de cáñamoproductor tejidos de yutetejidos de fibras vegetales no especificados en otra parte productor tejidos de ramio,"['tejidos', 'linotejidos', 'lino', 'usotejidos', 'cáñamo', 'yute', 'productor', 'tejidos', 'cáñamoproductor', 'tejidos', 'yutetejidos', 'fibras', 'vegetales', 'especificados', 'parte', 'productor', 'tejidos', 'ramio']",1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inversiones generales el aro s.a.c,jr.las perdices nor.175 espalda de pizza hut y kfc del ovalo,15001 Lima,Peru,+51 1 3624679,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inversiones multiples jorge e.i.r.l,jr.el niquel nor.236,15001 Lima,Peru,+51 1 5281324,estampado de tejidos e hilos productor servicios de estampado al cuadro de tejidos,"['estampado', 'tejidos', 'hilos', 'productor', 'servicios', 'estampado', 'cuadro', 'tejidos']",1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
printed color e.i.r.l,av. hermes nor.140 cruce av las palmeras con evitamiento,15001 Lima,Peru,+51 1 4367697,tejidos de algodón para confección y lencería de casa productor tejidos de algodón estampados para confección y lencería de casa,"['tejidos', 'algodón', 'confección', 'lencería', 'casa', 'productor', 'tejidos', 'algodón', 'estampados', 'confección', 'lencería', 'casa']",1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
